field,[2021],[2020],[2019],[2018],[2017],[2016],[2015],[2014],[2013],[2012],[2011],[2010],[2009],[2008],[2007],[2006],[2005],[2004],[2003],[2002],[2001],[2000]
. Doanh thu bán hàng và cung cấp dịch vụ__1,,,,,,,,,,77779667824.0,127389473305.0,184606048665.0,241504836792.0,171511438030.0,111196027590.0,78472074333.0,25672539112.0,,,,,
. Các khoản giảm trừ doanh thu__1,,,,,,,,,,,,,,,,,,,,,,
. Doanh thu thuần về bán hàng và cung cấp dịch vụ__1,,,,,,,,,,77779667824.0,127389473305.0,184606048665.0,241504836792.0,171511438030.0,111196027590.0,78472074333.0,25672539112.0,,,,,
. Giá vốn hàng bán__1,,,,,,,,,,76694781281.0,124099705785.0,189090704644.0,236363678385.0,165852107437.0,106493094538.0,74774969785.0,22799809559.0,,,,,
. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ__1,,,,,,,,,,1084886543.0,3289767520.0,-4484655979.0,5141158407.0,5659330593.0,4702933052.0,3697104548.0,2872729553.0,,,,,
. Doanh thu hoạt động tài chính__1,,,,,,,,,,847181514.0,5375438356.0,18249845980.0,2861118149.0,7225252236.0,4012818069.0,1323680966.0,311876885.0,,,,,
. Chi phí tài chính__1,,,,,,,,,,7480763340.0,8937076519.0,4694712966.0,1214426201.0,6941800748.0,2441312341.0,950412685.0,578358092.0,,,,,
- Trong đó: Chi phí lãi vay__1,,,,,,,,,,7480763340.0,8925793378.0,4577946016.0,2765773015.0,4144180748.0,2441312341.0,950412685.0,578358092.0,,,,,
. Chi phí bán hàng__1,,,,,,,,,,,,,,,133225008.0,20536350.0,58918228.0,,,,,
. Chi phí quản lý doanh nghiệp__1,,,,,,,,,,2871303110.0,3870089247.0,2280020504.0,2310817055.0,2033598449.0,1952235703.0,1395300526.0,1251182994.0,,,,,
. Lợi nhuận thuần từ hoạt động kinh doanh__1,,,,,,,,,,-8419998393.0,-4141959890.0,6790456531.0,4477033300.0,3909183632.0,4188978069.0,2654535953.0,1296147124.0,,,,,
. Thu nhập khác__1,,,,,,,,,,269091819.0,44383543715.0,6560084977.0,7738533037.0,230165575.0,388652381.0,539409913.0,600000.0,,,,,
